,Location,Distance from Job Hub (km),Compound Name,Year Unit Ready,House Area (sqm),Number of Bedrooms,Number of Bathrooms,Swimming Pool,Gym,Modern Kitchen,Energy Efficient,Garage,Proximity to Schools,Public Transportation,Price
1925,5th Settlement,3,Compound_57,2027,137,3,2,1,0,0,0,1,1,1,9022376
1926,Ain Shams,20,,2027,152,1,1,0,0,0,0,0,0,0,955468
1927,Hadayek Al Obba,17,,2027,115,1,1,0,0,0,0,0,0,0,966746
1928,Hadayek Al Obba,17,,2027,199,1,1,0,0,0,0,0,0,0,1159860
1929,Sheikh Zayed,4,Compound_45,2029,230,4,4,0,0,0,0,1,1,0,9279641
1930,Zahraa Al Maadi,6,,2027,275,2,1,0,0,0,0,0,0,0,3204675
1931,Hadayek Al Ahram,6,,2022,133,3,1,0,0,0,0,0,0,0,2803395
1932,New Capitol,5,Compound_14,2027,121,4,4,0,0,0,0,1,0,0,10373287
1933,New Capitol,5,Compound_36,2025,382,6,3,1,0,1,0,0,1,0,14063468
1934,Zahraa Al Maadi,6,,2023,143,2,1,0,0,0,0,0,0,0,3428871
1935,Ain Shams,15,,2026,93,2,1,0,0,0,0,0,0,0,1095326
1936,Zahraa Al Maadi,8,,2026,178,2,2,0,0,0,0,0,0,0,3265910
1937,5th Settlement,2,Compound_40,2028,365,6,3,1,1,0,0,0,0,0,8892559
1938,Sheikh Zayed,4,Compound_28,2023,186,6,2,0,1,0,0,0,0,1,12271443
1939,Hadayek Al Ahram,8,,2025,296,2,2,0,0,0,0,0,0,0,4175169
1940,Nasr City,6,,2029,292,4,1,0,0,0,0,0,0,0,1318858
1941,Hadayek Al Ahram,10,,2025,281,3,2,0,0,0,0,0,0,0,3891741
1942,Nasr City,7,,2022,239,4,2,0,0,0,0,0,0,0,3342993
1943,New Capitol,2,Compound_65,2026,184,4,4,0,0,0,0,1,1,0,7732715
1944,Zahraa Al Maadi,10,,2024,108,4,1,0,0,0,0,0,0,0,3101155
1945,Hadayek Al Ahram,7,,2024,192,2,1,0,0,0,0,0,0,0,3682338
1946,Hadayek Al Obba,18,,2022,162,2,1,0,0,0,0,0,0,0,1426982
1947,Hadayek Al Ahram,10,,2028,153,3,2,0,0,0,0,0,0,0,3285019
1948,Nasr City,6,,2024,223,2,2,0,0,0,0,0,0,0,4068663
1949,New Capitol,2,Compound_84,2028,236,5,4,1,0,0,0,0,0,1,6484542
1950,Ain Shams,11,,2026,173,1,1,0,0,0,0,0,0,0,1210069
1951,Hadayek Al Obba,20,,2028,127,3,1,0,0,0,0,0,0,0,1093788
1952,Sheikh Zayed,3,Compound_84,2022,380,3,3,0,0,0,0,0,0,0,13557259
1953,Zahraa Al Maadi,7,,2027,138,3,2,0,0,0,0,0,0,0,2244287
1954,Zahraa Al Maadi,8,,2023,88,4,2,0,0,0,0,0,0,0,2481845
1955,Ain Shams,19,,2024,121,2,1,0,0,0,0,0,0,0,1416123
1956,Hadayek Al Ahram,8,,2027,289,2,1,0,0,0,0,0,0,0,2367006
1957,Zahraa Al Maadi,10,,2023,122,2,1,0,0,0,0,0,0,0,1472708
1958,Sheikh Zayed,2,Compound_70,2026,392,4,3,0,0,0,0,0,0,1,13166892
1959,New Capitol,1,Compound_59,2029,220,4,3,0,0,0,1,0,0,0,6456828
1960,Ain Shams,19,,2024,119,1,1,0,0,0,0,0,0,0,1314417
1961,Hadayek Al Obba,11,,2022,163,2,1,0,0,0,0,0,0,0,1137515
1962,5th Settlement,2,Compound_84,2028,220,4,2,1,0,0,0,1,1,1,6085532
1963,5th Settlement,3,Compound_73,2025,220,3,2,1,0,1,1,0,0,0,9393138
1964,Ain Shams,18,,2022,185,3,1,0,0,0,0,0,0,0,1191974
1965,5th Settlement,3,Compound_45,2022,270,5,2,1,0,0,1,1,0,0,6818663
1966,New Capitol,3,Compound_49,2026,150,3,4,1,1,0,0,0,0,0,7717977
1967,Hadayek Al Obba,18,,2024,77,1,1,0,0,0,0,0,0,0,1249329
1968,Hadayek Al Ahram,10,,2029,201,2,1,0,0,0,0,0,0,0,999808
1969,Ain Shams,20,,2024,151,2,1,0,0,0,0,0,0,0,1224409
1970,Zahraa Al Maadi,9,,2026,255,2,2,0,0,0,0,0,0,0,3368932
1971,Zahraa Al Maadi,8,,2025,170,3,2,0,0,0,0,0,0,0,3691221
1972,Nasr City,9,,2028,105,4,2,0,0,0,0,0,0,0,2340928
1973,Ain Shams,14,,2025,97,2,1,0,0,0,0,0,0,0,1114819
1974,Hadayek Al Ahram,10,,2027,265,3,1,0,0,0,0,0,0,0,2806076
1975,Ain Shams,19,,2028,199,2,1,0,0,0,0,0,0,0,1210855
1976,Hadayek Al Obba,11,,2022,80,3,1,0,0,0,0,0,0,0,1289401
1977,Nasr City,7,,2029,163,3,2,0,0,0,0,0,0,0,1889057
1978,Sheikh Zayed,2,Compound_39,2026,143,5,4,0,0,1,1,0,0,1,10633571
1979,New Capitol,1,Compound_20,2029,347,5,2,0,0,0,0,1,0,0,7818867
1980,Sheikh Zayed,3,Compound_11,2029,380,6,4,0,0,0,0,0,0,1,8653593
1981,New Capitol,2,Compound_71,2028,177,5,3,0,0,0,0,0,0,0,5733503
1982,Zahraa Al Maadi,10,,2026,111,3,2,0,0,0,0,0,0,0,2344443
1983,Hadayek Al Ahram,6,,2022,83,3,2,0,0,0,0,0,0,0,1993735
1984,Nasr City,9,,2022,265,4,1,0,0,0,0,0,0,0,2429489
1985,Hadayek Al Obba,14,,2026,136,2,1,0,0,0,0,0,0,0,1277915
1986,Zahraa Al Maadi,10,,2026,251,3,2,0,0,0,0,0,0,0,1698093
1987,Nasr City,7,,2022,177,2,2,0,0,0,0,0,0,0,2775006
1988,New Capitol,2,Compound_77,2028,143,6,2,0,0,1,0,1,0,1,12367991
1989,Sheikh Zayed,5,Compound_72,2026,117,6,2,1,0,0,0,0,0,1,9012346
1990,Sheikh Zayed,3,Compound_30,2029,141,6,2,0,0,0,1,1,1,0,8478696
1991,Nasr City,8,,2027,220,3,1,0,0,0,0,0,0,0,1212049
1992,Sheikh Zayed,1,Compound_9,2028,356,4,2,1,1,1,0,0,0,1,12490514
1993,New Capitol,1,Compound_13,2027,327,4,4,0,0,1,1,0,0,0,11479630
1994,Hadayek Al Obba,19,,2022,151,3,1,0,0,0,0,0,0,0,1354687
1995,Ain Shams,20,,2029,92,3,1,0,0,0,0,0,0,0,1101317
1996,Sheikh Zayed,1,Compound_19,2023,106,5,4,0,0,1,0,1,0,1,13457954
1997,Sheikh Zayed,2,Compound_91,2022,276,5,4,0,0,0,1,0,1,0,12955266
1998,5th Settlement,4,Compound_46,2022,222,3,2,0,1,0,1,1,0,1,13215002
1999,Hadayek Al Ahram,9,,2022,287,3,2,0,0,0,0,0,0,0,3116850
